ID,Probability
0,1.0
1,0.6906603068879036
2,0.6136323295939491
3,0.5630712089955572
4,0.5249805761012917
5,0.49432801871510246
6,0.46866910937515205
7,0.44661480542356824
8,0.4272939904587235
9,0.41012174309459826
10,0.39468504570753715
11,0.38068075765515597
12,0.36787944117144233
13,0.35610304277155724
14,0.3452104844100077
15,0.33508800708466635
16,0.32564249337971907
17,0.3167967250899355
18,0.30848593676561054
19,0.3006552603279826
20,0.29325779666871554
21,0.286253137472704
22,0.2796062162282683
23,0.27328640384834835
24,0.2672667887190815
25,0.2615235976420094
26,0.25603572570843514
27,0.2507843513208159
28,0.24575261844030105
29,0.24092537240353795
30,0.23628893879172685
31,0.23183093717403336
32,0.22754012330895468
33,0.22340625472707232
34,0.21941997564726323
35,0.21557271797506516
36,0.21185661575387105
37,0.20826443092895297
38,0.20478948867206104
39,0.20142562082366156
40,0.1981671162582107
41,0.1950086771784324
42,0.19194538050748589
43,0.18897264368095446
44,0.186086194249797
45,0.18328204279548221
46,0.18055645873316772
47,0.17790594864091014
48,0.17532723680481777
49,0.17281724771362605
50,0.1703730902728784
51,0.16799204353992814
52,0.1656715438073001
53,0.16340917288436452
54,0.16120264744641444
55,0.1590498093366336
56,0.1569486167205335
57,0.15489713600457378
58,0.1528935344411726
59,0.1509360733514007
60,0.14902310190454693
61,0.1471530514006144
62,0.14532443000780781
63,0.14353581791231695
64,0.141785862842307
65,0.14007327593206342
66,0.13839682789580476
67,0.1367553454838103
68,0.13514770819629196
69,0.1335728452328927
70,0.1320297326578792
71,0.13051739076303237
72,0.1290348816119663
73,0.1275813067511472
74,0.1261558050742566
75,0.12475755082777462
76,0.12338575174676336
77,0.12203964731081618
78,0.12071850711103205
79,0.11942162931967026
80,0.11814833925486656
81,0.11689798803343854
82,0.11566995130539848
83,0.11446362806432431
84,0.11327843952821925
85,0.11211382808593107
86,0.11096925630459498
87,0.10984420599392908
88,0.10873817732353708
89,0.10765068798967325
90,0.10658127242819693
91,0.10552948107069504
92,0.1044948796409757
93,0.1034770484893468
94,0.10247558196228401
95,0.10149008780526714
96,0.10052018659672335
97,0.09956551121116541
98,0.09862570630974687
99,0.09770042785658062
100,0.09678934265928385
101,0.09589212793231594
102,0.095008470881775
103,0.09413806831040761
104,0.09328062624167077
105,0.09243585956176159
106,0.09160349167859883
107,0.09078325419681232
108,0.08997488660784958
109,0.08917813599437241
110,0.08839275674816427
111,0.0876185103008198
112,0.08685516486653355
113,0.08610249519634572
114,0.08536028234324244
115,0.08462831343754551
116,0.08390638147205964
117,0.08319428509647553
118,0.08249182842056102
119,0.08179882082569412
120,0.08111507678432228
121,0.08044041568695492
122,0.0797746616763173
123,0.07911764348831563
124,0.07846919429948607
125,0.07782915158061177
126,0.0771973569562171
127,0.07657365606965905
128,0.07595789845355327
129,0.07534993740528506
130,0.0747496298673721
131,0.07415683631245285
132,0.07357142063269229
133,0.07299325003340373
134,0.0724221949306969
135,0.07185812885297338
136,0.07130092834609847
137,0.07075047288208725
138,0.0702066447711519
139,0.06966932907696444
140,0.06913841353499584
141,0.0686137884737994
142,0.0680953467391151
143,0.06758298362067328
144,0.06707659678158617
145,0.06657608619021926
146,0.06608135405443882
147,0.06559230475813904
148,0.06510884479995471
149,0.06463088273407236
150,0.06415832911305208
151,0.06369109643258364
152,0.06322909907809571
153,0.06277225327314817
154,0.06232047702953547
155,0.06187369009903487
156,0.061431813926735135
157,0.06099477160588607
158,0.06056248783420837
159,0.06013488887161034
160,0.0597119024992564
161,0.05929345797993735
162,0.05887948601969395
163,0.058469918730645554
164,0.058064689594981345
165,0.05766373343007003
166,0.057266986354646776
167,0.056874385756039425
168,0.05648587025839591
169,0.056101379691875786
170,0.05572085506277347
171,0.05534423852453785
172,0.05497147334965857
173,0.054602503902386634
174,0.05423727561226199
175,0.05387573494841846
176,0.05351782939463978
177,0.05316350742514164
178,0.05281271848105307
179,0.05246541294757556
180,0.05212154213179465
181,0.05178105824112422
182,0.051443914362361065
183,0.05111006444132893
184,0.05077946326309424
185,0.05045206643273281
186,0.05012783035663049
187,0.04980671222430022
188,0.04948866999069823
189,0.04917366235902376
190,0.04886164876398702
191,0.04855258935552886
192,0.04824644498298036
193,0.04794317717964569
194,0.047642748147796676
195,0.04734512074406605
196,0.04705025846522537
197,0.046758125434337994
198,0.04646868638727375
199,0.046181906659575
200,0.04589775217366254
201,0.04561618942637247
202,0.045337185476812425
203,0.04506070793452799
204,0.04478672494797109
205,0.044515205193259466
206,0.04424611786321986
207,0.04397943265670612
208,0.04371511976818432
209,0.04345314987757676
210,0.043193494140357225
211,0.04293612417789061
212,0.04268101206800967
213,0.0424281303358216
214,0.04217745194473865
215,0.0419289502877257
216,0.04168259917875916
217,0.04143837284449048
218,0.041196245916109486
219,0.04095619342140078
220,0.04071819077698924
221,0.04048221378076777
222,0.04024823860450322
223,0.04001624178661567
224,0.03978620022512591
225,0.03955809117076614
226,0.03933189222025035
227,0.03910758130969949
228,0.038885136708217805
229,0.03866453701161454
230,0.03844576113626985
231,0.03822878831313914
232,0.03801359808189175
233,0.0378001702851829
234,0.03758848506305257
235,0.03737852284744936
236,0.03717026435687654
237,0.03696369059115612
238,0.03675878282630751
239,0.03655552260954009
240,0.03635389175435366
241,0.036153872335746406
242,0.03595544668552675
243,0.0357585973877258
244,0.03556330727410939
245,0.03536955941978581
246,0.03517733713890747
247,0.034986623980463705
248,0.03479740372416329
249,0.034609660376403784
250,0.034423378166325014
