ID,Probability
0,1.0
1,0.9801986733067553
2,0.9607894391523232
3,0.9417645335842487
4,0.9231163463866358
5,0.9048374180359595
6,0.8869204367171575
7,0.8693582353988059
8,0.8521437889662113
9,0.835270211411272
10,0.8187307530779818
11,0.8025187979624785
12,0.7866278610665534
13,0.7710515858035663
14,0.7557837414557255
15,0.7408182206817179
16,0.7261490370736909
17,0.7117703227626098
18,0.697676326071031
19,0.6838614092123558
20,0.6703200460356393
21,0.6570468198150567
22,0.6440364210831414
23,0.631283645506926
24,0.618783391806141
25,0.6065306597126334
26,0.5945205479701944
27,0.5827482523739896
28,0.5712090638488149
29,0.559898366565402
30,0.5488116360940265
31,0.5379444375946745
32,0.5272924240430485
33,0.5168513344916992
34,0.5066169923655895
35,0.4965853037914095
36,0.48675225595997174
37,0.47711391552103444
38,0.46766642700990924
39,0.4584060113052235
40,0.44932896411722156
41,0.4404316545059993
42,0.4317105234290797
43,0.4231620823177489
44,0.4147829116815813
45,0.4065696597405991
46,0.3985190410845141
47,0.3906278353585211
48,0.38289288597511206
49,0.37531109885139957
50,0.36787944117144233
51,0.36059494017307836
52,0.35345468195878016
53,0.34645581033005746
54,0.3395955256449391
55,0.3328710836980795
56,0.32627979462303947
57,0.31981902181630395
58,0.31348618088260527
59,0.3072787386011313
60,0.3011942119122022
61,0.29523016692401427
62,0.28938421793905067
63,0.28365402649977045
64,0.2780373004531942
65,0.27253179303401254
66,0.26713530196585034
67,0.261845668580326
68,0.2566607769535558
69,0.2515785530597565
70,0.24659696394160646
71,0.24171401689703642
72,0.2369277586821218
73,0.23223627472975883
74,0.2276376883838127
75,0.2231301601484298
76,0.21871188695221477
77,0.21438110142697797
78,0.21013607120076472
79,0.20597509820488347
80,0.20189651799465536
81,0.19789869908361468
82,0.19398004229089194
83,0.19013898010152053
84,0.18637397603940997
85,0.1826835240527347
86,0.17906614791149322
87,0.1755204006169968
88,0.1720448638230505
89,0.1686381472685955
90,0.16529888822158656
91,0.16202575093388072
92,0.15881742610692062
93,0.15567263036799728
94,0.15259010575688392
95,0.1495686192226351
96,0.14660696213035018
97,0.14370394977770296
98,0.14085842092104506
99,0.13806923731089282
100,0.1353352832366127
101,0.13265546508012172
102,0.13002871087842593
103,0.12745396989482072
104,0.12493021219858247
105,0.12245642825298186
106,0.12003162851145677
107,0.1176548430217792
108,0.11532512103806247
109,0.11304153064044986
110,0.1108031583623339
111,0.108609108824958
112,0.10645850437925275
113,0.10435048475476505
114,0.1022842067155375
115,0.1002588437228038
116,0.0982735856043615
117,0.09632763823049306
118,0.09442022319630239
119,0.09255057751034323
120,0.09071795328941246
121,0.08892161745938632
122,0.08716085146198127
123,0.08543495096732123
124,0.08374322559219594
125,0.08208499862389884
126,0.08045960674953245
127,0.07886639979067489
128,0.07730474044329971
129,0.07577400402284551
130,0.07427357821433389
131,0.07280286282743553
132,0.07136126955638611
133,0.06994822174465531
134,0.06856315415427794
135,0.06720551273974973
136,0.06587475442640289
137,0.06457034689316843
138,0.06329176835964079
139,0.062038507377358276
140,0.06081006262521793
141,0.059605942708939375
142,0.05842566596450083
143,0.057268760265467344
144,0.05613476283413377
145,0.05502322005640725
146,0.05393368730035597
147,0.05286572873835038
148,0.0518189171727258
149,0.05079283386489852
150,0.04978706836786395
151,0.04880121836201301
152,0.04783488949419834
153,0.04688769521998848
154,0.04595925664904421
155,0.04504920239355781
156,0.04415716841969286
157,0.043282797901965875
158,0.04242574108051134
159,0.04158565512117318
160,0.04076220397836616
161,0.03995505826065393
162,0.0391638950989871
163,0.03838839801755212
164,0.037628256807176186
165,0.03688316740123998
166,0.03615283175404638
167,0.035436957721598605
168,0.03473525894473861
169,0.03404745473459936
170,0.03337326996032608
171,0.03271243493901976
172,0.032064685327860776
173,0.03142976201836767
174,0.030807411032751086
175,0.03019738342231848
176,0.029599435167891985
177,0.02901332708219706
178,0.028438824714184463
179,0.02787569825524705
180,0.02732372244729253
181,0.026782676492638213
182,0.026252343965687985
183,0.025732512726359902
184,0.025222974835227174
185,0.024723526470339374
186,0.024233967845691096
187,0.023754103131304993
188,0.023283740374897
189,0.022822691425092967
190,0.02237077185616565
191,0.021927800894261607
192,0.02149360134508993
193,0.021067999523041392
194,0.020650825181712573
195,0.02024191144580434
196,0.019841094744370236
197,0.019448214745385384
198,0.01906311429161167
199,0.018685639337732818
200,0.01831563888873422
201,0.017952964939502825
202,0.017597472415623372
203,0.017249019115346265
204,0.01690746565270529
205,0.016572675401761217
206,0.016244514441949853
207,0.01592285150451167
208,0.015607557919982806
209,0.015298507566725572
210,0.014995576820477696
211,0.01469864450490177
212,0.014407591843112355
213,0.01412230241016399
214,0.013842662086479551
215,0.013568559012200887
216,0.013299883542443713
217,0.013036528203437703
218,0.01277838764953576
219,0.0125253586210744
220,0.012277339903068452
221,0.012034232284723778
222,0.011795938519751581
223,0.011562363287468513
224,0.011333413154667404
225,0.011108996538242266
226,0.010889023668554487
227,0.01067340655352289
228,0.010462058943426777
229,0.01025489629640397
230,0.01005183574463353
231,0.009852796061187274
232,0.009657697627537765
233,0.00946646240171034
234,0.009279013887064758
235,0.009095277101695776
236,0.008915178548439595
237,0.008738646185473264
238,0.008565609397498064
239,0.008395998967491436
240,0.00822974704902002
241,0.008066787139099585
242,0.00790705405159342
243,0.007750483891136639
244,0.00759701402757762
245,0.007446583070924384
246,0.007299130846788571
247,0.00715459837231458
248,0.007012927832585447
249,0.00687406255749623
250,0.006737946999085476
