ID,Probability
0,1.0
1,0.9991256927703348
2,0.9969587875820088
3,0.9937005773969176
4,0.9894497951163278
5,0.984276001505691
6,0.978235102477099
7,0.9713754096945175
8,0.9637405904856983
9,0.9553712913675849
10,0.9463061027173695
11,0.9365821607483324
12,0.9262355344379428
13,0.9153014776228946
14,0.903814592838951
15,0.8918089354350565
16,0.8793180762231091
17,0.8663751347943985
18,0.8530127918219343
19,0.8392632862137421
20,0.825158401353316
21,0.8107294435527113
22,0.7960072150677584
23,0.7810219834705212
24,0.7658034487698837
25,0.7503807093706215
26,0.7347822277337823
27,0.7190357964259095
28,0.7031685051073446
29,0.6872067089005947
30,0.6711759984914949
31,0.6551011722435989
32,0.6390062105462218
33,0.6229142525661492
34,0.6068475755302236
35,0.5908275766293393
36,0.5748747576026789
37,0.5590087120334697
38,0.5432481153634497
39,0.5276107176121173
40,0.5121133387682726
41,0.4967718668050539
42,0.4816012582553473
43,0.46661554127191907
44,0.45182782108570607
45,0.4372502877662636
46,0.4228942261802985
47,0.40877002803738893
48,0.39488720590634685
49,0.3812544090811031
50,0.36787944117144233
51,0.35476927929130053
52,0.341930094715604
53,0.32936727487571704
54,0.3170854465634134
55,0.30508850021384626
56,0.2933796151391994
57,0.2819612855865167
58,0.27083534749556804
59,0.2600030058354793
60,0.24946486240216414
61,0.23922094396232607
62,0.22927073063387993
63,0.21961318439704247
64,0.21024677763501376
65,0.20116952160807533
66,0.19237899477002496
67,0.18387237084111374
68,0.17564644655701567
69,0.16769766901879923
70,0.1600221625743643
71,0.15261575516730919
72,0.1454740040946898
73,0.13859222112057845
74,0.13196549689771997
75,0.12558872465487203
76,0.11945662311260463
77,0.11356375859537982
78,0.10790456631264
79,0.10247337078636987
80,0.09726440540715553
81,0.09227183110513859
82,0.0874897541264289
83,0.08291224290950339
84,0.07853334405986523
85,0.07434709742476153
86,0.07034755027306272
87,0.06652877058848305
88,0.06288485948716882
89,0.05940996277330968
90,0.05609828164882458
91,0.05294408259535399
92,0.049941706448749734
93,0.04708557668800262
94,0.044370206962088266
95,0.0417902078795499
96,0.03934029308678488
97,0.037015284661956804
98,0.034810117852239086
99,0.03271984518270299
100,0.030739639965612686
101,0.028864799239186723
102,0.027090746165034818
103,0.02541303191350064
104,0.02382733706603113
105,0.022329472563474173
106,0.020915380228872738
107,0.019581132892903974
108,0.018322934149590298
109,0.01713711776932203
110,0.016020146795561963
111,0.014968612350877208
112,0.013979232177159129
113,0.01304884893406666
114,0.01217442827885551
115,0.011353056749857648
116,0.010581939474946234
117,0.009858397725376222
118,0.009179866334427245
119,0.008543890999311188
120,0.007948125483829616
121,0.007390328738301144
122,0.006868361952310553
123,0.006380185554881512
124,0.005923856175729103
125,0.005497523580332508
126,0.005099427590655625
127,0.00472789500247206
128,0.0043813365093868795
129,0.004058243642823034
130,0.003757185736437574
131,0.0034768069226615017
132,0.0032158231683182548
133,0.002973019355565376
134,0.002747246413729143
135,0.0025374185069593214
136,0.002342510282019372
137,0.0021615541799514526
138,0.001993637814811877
139,0.0018379014221602263
140,0.001693535379506561
